wages,education,age,sex,language
8.7,12.3,24,Male,English
20.0,12.0,48,Male,Other
,13.5,42,Female,English
,9.0,68,Male,Other
14.5,13.0,37,Male,English
,12.0,75,Male,Other
12.07,12.0,29,Female,Other
19.1,16.0,30,Male,Other
,12.0,18,Male,English
,17.0,38,Female,Other
10.83,12.5,29,Female,English
10.0,17.0,34,Female,English
,12.0,58,Female,English
14.41,12.9,45,Female,Other
10.0,12.0,21,Male,Other
,8.0,72,Female,English
8.87,,48,Male,English
,12.0,61,Male,Other
21.5,7.0,53,Male,French
,13.0,63,Male,English
28.8,10.0,43,Male,English
13.99,18.4,31,Male,English
29.27,11.5,38,Female,English
,10.0,76,Female,English
26.88,20.0,56,Male,English
,8.0,64,Male,Other
14.0,14.9,29,Female,English
,16.5,23,Female,English
,12.0,56,Male,English
,8.0,50,Female,English
,14.5,48,Female,Other
,12.0,90,Female,Other
,20.0,68,Male,Other
,12.0,73,Male,English
6.35,13.0,19,Female,French
17.92,17.5,32,Female,English
14.64,9.5,48,Female,English
12.27,11.0,26,Female,English
7.75,12.0,22,Female,English
11.6,12.0,40,Male,English
11.18,14.2,52,Female,English
,12.0,76,Male,English
12.88,12.0,48,Female,English
,10.0,16,Male,English
,8.0,71,Male,English
,9.0,16,Male,English
13.95,14.3,24,Female,French
,9.0,24,Female,Other
21.28,12.5,32,Male,English
7.03,10.0,43,Female,English
18.32,13.9,41,Female,English
,13.0,19,Female,English
19.8,17.0,41,Male,English
,12.0,37,Female,English
10.53,19.0,25,Female,English
7.99,16.0,24,Female,English
14.0,15.0,51,Female,English
,15.0,73,Female,English
,12.5,30,Female,English
8.01,14.0,20,Female,French
16.16,10.0,39,Male,English
14.0,12.1,38,Male,English
12.17,13.0,25,Male,Other
,12.0,37,Female,English
21.13,15.0,39,Female,Other
22.08,12.5,52,Male,Other
8.26,13.5,25,Female,English
10.55,12.0,33,Female,English
15.0,10.0,44,Male,Other
6.35,,17,Male,English
8.3,15.0,24,Male,English
10.11,12.5,37,Female,English
24.48,18.0,34,Male,English
,1.0,66,Female,Other
,9.0,66,Female,English
,15.0,70,Female,English
7.62,13.5,21,Female,English
26.4,17.9,48,Female,English
,10.0,67,Male,English
7.51,15.3,30,Female,French
17.76,14.0,35,Female,Other
,11.5,31,Female,English
29.57,18.0,48,Male,English
22.11,17.0,31,Female,French
17.94,10.0,37,Male,English
,15.0,74,Male,English
7.25,15.0,50,Male,Other
,10.0,16,Female,English
7.55,10.0,48,Female,English
,18.0,27,Male,English
,,41,Female,
29.28,18.0,50,Female,English
,19.0,43,Female,English
13.52,12.0,31,Male,English
26.97,11.0,35,Male,English
13.92,16.0,23,Male,English
27.43,14.5,59,Female,English
,17.0,40,Male,English
16.0,12.0,44,Female,English
,16.1,33,Male,English
,12.0,49,Female,English
9.62,18.5,38,Male,English
13.0,13.0,49,Male,English
13.2,13.0,27,Male,English
,8.0,68,Female,English
31.2,18.0,37,Male,English
,10.0,59,Female,French
,13.0,34,Male,English
,10.0,68,Male,English
,10.0,74,Female,Other
,10.0,31,Female,English
,12.0,56,Male,English
,10.5,52,Female,Other
16.46,12.5,28,Female,Other
,13.0,30,Female,English
,19.3,44,Male,English
7.74,12.0,20,Male,English
21.6,12.0,39,Male,English
6.7,10.3,55,Female,English
12.82,12.5,35,Female,English
,12.0,68,Female,English
7.36,14.0,36,Female,English
6.65,12.0,51,Female,English
16.0,17.0,53,Female,English
18.94,9.0,53,Male,English
31.23,17.0,35,Female,English
16.78,13.0,56,Male,English
,10.0,42,Male,French
,12.5,64,Male,English
14.25,11.5,31,Male,Other
18.92,17.0,49,Male,English
7.23,15.5,25,Female,English
12.0,12.0,49,Female,English
24.0,16.0,36,Female,English
,8.0,57,Male,English
,13.0,33,Female,English
26.4,14.0,47,Female,Other
,16.0,69,Male,English
,8.0,63,Male,English
11.43,9.0,36,Male,English
,,22,Female,
,5.0,68,Female,English
,14.0,21,Male,English
34.56,19.0,38,Female,French
9.06,13.8,21,Male,English
16.93,17.0,38,Female,English
,20.0,76,Male,English
11.25,12.0,32,Male,Other
42.0,17.0,65,Male,English
8.06,13.0,18,Female,English
17.0,15.0,53,Male,Other
30.66,7.0,57,Female,Other
,16.0,83,Female,Other
,14.0,54,Male,English
,10.0,33,Female,English
8.79,8.0,31,Female,Other
6.53,12.5,68,Female,
34.8,16.0,42,Male,English
,7.0,63,Female,Other
7.85,9.0,47,Female,English
,8.0,67,Female,French
19.68,11.5,32,Female,English
17.0,16.5,29,Female,English
15.59,12.5,39,Female,English
20.48,5.0,52,Male,English
,13.3,51,Male,Other
,15.0,95,Male,English
,11.0,23,Male,English
6.76,12.5,40,Female,English
,12.0,64,Male,English
,,79,Female,English
6.83,12.0,18,Female,English
,5.0,69,Male,French
16.42,15.0,34,Male,English
,12.0,34,Female,English
,10.0,79,Female,English
,12.0,39,Female,Other
26.4,15.0,48,Female,English
,14.3,34,Male,Other
27.12,15.0,25,Female,English
27.74,12.0,55,Female,English
14.83,12.5,40,Female,English
18.58,16.0,34,Male,Other
13.8,9.0,50,Male,French
12.82,1.5,53,Male,French
,11.0,68,Female,English
,13.5,47,Male,English
7.72,13.0,18,Female,English
24.37,19.7,32,Female,English
,11.0,38,Female,Other
19.0,13.0,36,Female,English
10.58,9.0,58,Female,French
10.0,13.0,37,Male,English
,15.5,68,Male,English
7.51,8.3,46,Female,French
16.82,12.5,28,Male,English
,10.0,17,Male,Other
,9.0,53,Male,English
,17.0,42,Male,English
,12.0,46,Female,French
9.42,1.0,46,Female,English
6.08,12.1,29,Female,English
7.0,11.0,18,Male,English
8.65,13.0,20,Male,English
,12.0,21,Female,English
16.18,12.0,53,Female,Other
,,47,Male,English
12.5,12.5,31,Female,English
,9.0,75,Female,English
24.69,12.0,47,Male,English
,11.0,81,Female,English
19.2,12.0,38,Female,Other
,8.0,70,Female,Other
22.9,11.0,28,Male,English
14.35,12.0,37,Male,English
43.2,20.0,51,Male,English
23.75,14.0,47,Male,English
17.57,14.0,51,Male,Other
7.93,13.0,19,Female,English
19.75,14.0,48,Female,English
8.36,6.0,56,Male,English
18.0,16.0,32,Female,English
20.0,15.0,25,Female,Other
7.15,15.5,24,Female,English
30.88,12.0,62,Male,English
19.11,13.6,38,Male,English
,12.0,19,Male,Other
17.21,18.0,27,Female,Other
,9.0,67,Female,English
10.2,13.0,29,Female,English
32.64,16.0,39,Male,Other
,12.0,19,Male,English
,12.5,67,Female,English
,10.0,72,Female,Other
,14.0,67,Male,English
,12.0,35,Female,English
23.04,14.0,43,Male,English
19.25,10.0,58,Female,French
,14.0,70,Female,English
,10.0,68,Male,English
13.75,15.2,34,Male,English
,14.0,44,Female,Other
7.0,12.6,23,Female,English
23.3,10.0,59,Male,English
,11.0,81,Female,Other
,15.5,61,Male,English
18.0,8.0,46,Male,English
17.3,12.5,39,Male,English
,13.0,55,Male,English
18.57,15.1,45,Male,English
13.92,,53,Female,English
13.18,11.0,41,Female,English
,0.0,33,Female,English
6.7,10.0,16,Female,English
,12.0,36,Male,Other
45.5,8.0,55,Male,Other
,,25,Male,English
,12.5,40,Male,English
,12.3,41,Female,Other
,12.5,41,Female,English
18.33,20.0,37,Male,English
20.16,13.0,41,Male,English
14.26,12.0,31,Female,English
,11.5,61,Female,English
6.31,11.7,28,Male,English
,13.0,35,Male,English
5.8,8.0,27,Female,English
13.44,13.0,35,Male,English
,10.0,63,Female,English
14.29,15.0,41,Male,English
,11.0,69,Male,English
7.0,14.0,20,Female,English
6.5,15.5,30,Female,English
,12.9,34,Male,Other
,8.0,66,Female,English
,16.0,22,Male,English
,16.0,49,Male,English
,12.0,54,Male,English
36.94,10.0,40,Male,French
24.0,10.5,51,Female,Other
,18.0,73,Female,English
,11.6,34,Female,English
,8.0,60,Male,English
14.85,12.5,40,Female,English
13.73,12.0,31,Male,English
17.23,12.6,40,Male,English
,12.0,24,Male,English
29.15,17.0,32,Male,English
13.5,19.0,43,Female,English
17.5,14.0,45,Male,English
6.75,11.0,17,Female,English
19.68,12.1,39,Male,English
,16.0,22,Female,English
,14.0,81,Male,Other
,15.0,45,Male,English
,11.0,62,Male,Other
,11.5,71,Male,English
,5.0,67,Female,Other
16.0,9.0,27,Male,Other
14.0,17.4,34,Female,English
,11.0,39,Male,English
23.98,12.5,52,Male,English
19.37,10.0,51,Male,English
10.85,13.5,38,Female,English
,18.0,72,Male,English
6.5,12.0,18,Male,English
27.0,17.0,32,Female,English
7.18,11.0,16,Male,English
,16.0,63,Female,English
,12.0,21,Male,English
17.9,14.8,42,Male,English
25.44,12.0,39,Male,English
8.0,9.0,33,Male,Other
19.2,12.0,30,Male,English
17.22,11.5,58,Male,English
6.4,14.0,19,Female,English
14.3,9.0,52,Male,English
8.22,9.0,24,Male,English
18.24,10.0,28,Male,English
,13.0,76,Male,English
6.7,14.9,29,Female,English
17.76,6.0,56,Male,Other
22.93,16.0,43,Male,English
,8.0,68,Female,English
23.59,19.0,45,Female,English
14.08,13.0,44,Female,English
,,49,Female,English
,2.0,86,Female,English
,12.0,56,Female,English
10.22,12.0,29,Male,English
24.0,12.0,53,Male,English
,10.5,29,Female,English
,9.0,79,Female,English
,18.0,30,Female,Other
18.24,13.5,46,Male,English
7.0,10.0,28,Male,English
12.0,14.0,30,Male,Other
,8.0,73,Female,Other
,12.5,30,Female,English
,17.0,39,Female,English
21.12,12.0,36,Female,English
,17.0,35,Male,English
,8.0,75,Female,English
37.44,10.0,50,Male,Other
14.88,8.0,44,Male,English
20.4,13.0,31,Male,Other
,5.0,70,Female,Other
15.36,18.3,44,Female,English
9.75,13.0,28,Male,English
6.6,16.5,22,Female,Other
,9.0,63,Female,English
6.7,12.1,19,Female,English
24.43,17.0,45,Male,English
16.94,12.5,41,Female,English
29.16,14.0,52,Male,Other
,15.5,45,Female,Other
13.59,13.0,48,Female,English
,,82,Female,Other
,20.0,49,Male,English
,9.0,61,Female,Other
,10.0,55,Female,English
17.86,13.0,35,Male,French
23.69,,56,Male,English
,,44,Male,English
24.65,13.0,52,Female,
11.01,12.0,27,Female,English
23.84,12.5,36,Female,English
,9.4,22,Female,Other
12.16,12.5,32,Female,English
10.08,16.5,48,Female,English
,9.0,62,Male,Other
,15.0,57,Female,English
,10.0,67,Male,English
14.71,10.0,47,Female,French
10.95,15.0,46,Female,Other
7.5,12.0,31,Male,English
10.24,14.6,29,Female,English
18.24,16.0,55,Female,Other
,9.0,63,Female,Other
7.0,12.0,28,Female,English
6.8,16.8,29,Female,Other
6.4,13.8,24,Male,French
23.0,17.0,27,Male,English
6.48,12.0,20,Female,English
,12.0,41,Male,English
7.2,11.0,48,Female,English
23.67,,29,Female,English
,10.7,70,Female,French
15.88,15.5,24,Female,English
,8.0,65,Male,English
,12.5,45,Female,English
,14.0,25,Female,French
15.53,12.7,24,Female,French
8.6,16.7,60,Female,English
6.7,12.2,17,Male,English
25.0,13.0,62,Female,English
15.06,13.0,44,Female,English
,8.0,74,Male,English
,12.0,41,Female,English
14.37,12.5,29,Female,Other
7.6,13.0,24,Male,English
4.94,13.5,59,Male,English
,8.5,33,Female,English
14.0,11.0,40,Male,English
19.2,18.1,28,Male,English
,8.0,64,Female,Other
,15.0,62,Male,English
21.03,11.0,41,Male,English
,14.0,28,Male,English
,16.0,23,Female,Other
22.56,20.0,50,Female,Other
,8.0,80,Female,English
21.49,12.0,44,Male,English
21.72,16.5,29,Female,English
,7.0,59,Male,English
,11.0,18,Male,English
10.2,18.0,35,Male,Other
21.45,12.0,32,Male,French
18.68,15.0,27,Male,English
11.64,18.2,44,Female,English
,11.0,28,Female,English
15.36,10.0,39,Female,English
12.15,14.0,35,Male,English
5.0,15.2,35,Female,English
22.0,17.0,37,Female,English
,14.0,51,Male,English
,13.0,53,Female,English
10.5,8.5,63,Male,English
,12.0,80,Female,English
13.73,10.0,55,Male,English
,13.0,72,Male,English
8.5,13.5,28,Female,French
28.86,10.0,62,Male,Other
10.41,17.0,23,Male,English
,11.0,64,Male,French
19.08,14.0,34,Female,English
,,66,Male,English
9.74,16.3,24,Female,English
,8.0,40,Male,French
,13.0,30,Female,English
,14.0,36,Female,English
6.7,10.0,61,Female,English
19.0,15.1,48,Female,English
31.19,15.0,44,Male,English
,,16,Male,
14.81,13.6,23,Male,Other
8.81,14.0,40,Male,English
18.24,15.0,31,Female,English
20.83,11.0,40,Male,English
,8.0,78,Female,Other
,12.0,18,Female,English
,,59,Female,
20.16,12.0,39,Male,French
,12.0,34,Female,English
14.0,10.0,27,Male,English
18.94,13.0,36,Female,English
6.45,10.0,16,Male,English
11.67,12.0,27,Female,English
10.83,18.0,29,Male,English
,8.0,66,Female,English
,8.0,73,Female,English
,14.0,20,Male,English
,,40,Male,
21.25,8.0,65,Male,Other
8.92,12.0,42,Male,English
11.06,12.5,32,Female,English
14.4,12.0,60,Male,English
17.28,18.0,33,Male,English
,9.0,68,Female,English
12.85,14.1,27,Female,French
29.84,14.0,28,Male,English
,,26,Male,
,8.0,21,Female,Other
,12.0,24,Female,English
,15.5,48,Female,English
,18.3,38,Female,English
,5.0,78,Female,Other
19.2,12.0,37,Female,English
8.4,13.5,43,Female,Other
14.03,20.0,59,Male,French
,9.0,67,Male,English
,10.0,30,Male,French
,15.0,86,Female,English
,8.0,47,Female,English
23.04,20.0,36,Female,English
15.36,14.4,28,Male,English
,8.0,67,Female,English
,11.0,17,Male,
,8.0,84,Female,English
12.72,16.0,24,Female,English
,18.0,27,Male,Other
32.64,9.0,53,Male,English
,0.0,61,Female,Other
31.15,14.5,44,Female,English
15.57,13.5,30,Male,English
,12.0,20,Male,English
,8.0,89,Male,English
17.85,12.5,54,Female,English
,19.0,27,Male,English
14.25,12.0,36,Male,French
15.0,13.5,38,Male,English
9.75,,47,Female,Other
15.31,15.0,32,Female,Other
,12.0,43,Male,English
12.0,12.5,49,Female,English
13.96,13.5,40,Male,English
,8.0,55,Female,English
,10.0,59,Male,French
15.0,4.0,53,Male,Other
30.59,14.5,32,Male,English
18.33,14.0,29,Female,English
11.25,12.0,60,Male,English
,,27,Female,English
7.0,12.0,18,Female,Other
,13.0,31,Male,English
3.26,11.5,37,Male,French
15.0,10.0,42,Male,English
,12.5,65,Male,English
19.0,14.0,33,Male,English
,12.0,32,Female,English
,14.0,26,Female,English
29.76,9.0,51,Male,English
,11.0,66,Male,English
,12.0,62,Female,English
,19.0,55,Male,Other
6.74,11.6,18,Female,English
8.0,12.0,22,Female,English
12.67,12.0,33,Male,Other
,14.0,72,Female,English
,11.0,69,Female,English
13.77,13.5,27,Female,
14.46,13.5,39,Male,English
,16.3,29,Male,English
12.0,13.0,33,Male,French
29.44,16.0,50,Male,English
,4.0,56,Male,Other
,17.0,66,Male,English
23.79,17.6,32,Female,English
9.0,10.0,54,Female,English
,15.0,81,Female,English
24.0,15.0,46,Male,Other
8.57,12.8,31,Female,English
,12.5,53,Female,English
7.25,12.0,53,Female,English
6.25,9.0,44,Female,Other
12.0,8.0,42,Male,English
,14.0,69,Female,English
,10.0,64,Male,Other
,13.0,38,Female,
,9.0,70,Female,English
,10.0,69,Male,English
28.83,14.0,37,Female,English
,12.5,23,Male,English
19.02,12.0,38,Male,English
14.0,12.0,29,Female,English
,11.0,57,Female,English
,14.0,56,Male,Other
17.0,12.3,40,Female,English
8.7,16.3,22,Male,English
,,34,Male,English
,14.5,34,Male,English
,8.0,73,Male,English
,13.5,33,Male,English
18.22,6.0,28,Male,English
,11.0,47,Female,English
,10.0,84,Female,English
,13.0,73,Male,English
16.84,15.0,47,Female,English
6.95,14.5,20,Male,English
,13.0,32,Female,English
9.73,14.0,49,Female,English
,16.6,25,Male,English
,18.0,46,Male,English
18.25,12.5,41,Female,English
23.14,13.0,43,Male,English
12.4,16.5,24,Female,English
,8.0,51,Female,French
7.47,10.0,32,Female,English
3.84,13.0,32,Male,English
8.5,12.0,36,Female,English
,13.0,18,Female,English
,10.0,16,Male,English
7.62,15.0,24,Male,English
11.65,13.3,22,Male,English
18.65,17.0,42,Male,English
,13.0,47,Female,English
,12.0,71,Female,Other
38.4,19.0,37,Male,English
,10.5,34,Female,Other
22.0,16.0,28,Female,English
,8.0,68,Male,English
17.0,10.5,42,Female,English
,12.0,74,Female,English
,12.0,71,Male,English
,0.0,82,Female,English
25.79,19.0,41,Female,English
24.71,,43,Female,
16.0,9.0,42,Female,English
16.3,16.0,30,Male,Other
15.36,14.0,43,Male,English
,14.5,60,Female,English
,13.0,73,Female,English
,15.0,26,Male,Other
,10.0,48,Male,English
,12.0,70,Male,English
15.0,15.0,32,Female,English
,16.5,68,Male,Other
23.0,6.0,57,Male,Other
,14.0,63,Male,English
14.29,18.0,34,Male,English
21.75,13.0,34,Female,English
,5.0,67,Female,Other
9.0,8.0,27,Male,English
17.0,12.5,37,Male,Other
,15.0,66,Male,English
11.94,11.6,20,Female,English
11.4,8.0,37,Female,Other
,15.0,86,Female,English
,12.0,33,Male,English
,16.0,31,Male,English
,15.0,38,Male,English
22.56,12.5,31,Male,English
,9.0,60,Female,English
28.67,19.0,35,Male,English
16.66,11.0,53,Female,Other
6.7,14.5,20,Female,English
,12.0,60,Male,English
,8.0,79,Female,English
19.28,10.0,49,Male,English
,,45,Male,English
,12.0,67,Male,Other
10.44,10.0,69,Female,English
12.07,13.0,43,Female,English
25.6,16.0,52,Female,English
27.14,18.0,30,Female,English
,20.0,84,Male,English
,6.0,37,Female,English
,10.0,79,Female,English
,12.0,82,Male,English
22.22,15.0,47,Female,French
17.55,,24,Male,English
29.76,12.0,51,Male,English
30.38,12.0,41,Male,English
,,72,Female,
12.0,12.0,61,Female,English
27.36,17.0,42,Male,Other
,14.0,46,Male,English
4.58,12.5,37,Male,English
33.6,11.0,53,Male,English
13.0,10.0,33,Male,English
12.61,12.0,25,Male,English
12.55,10.0,43,Male,English
13.28,12.0,33,Female,English
21.98,20.0,34,Female,English
,,16,Female,
19.83,13.5,49,Female,French
6.0,17.0,32,Female,Other
12.0,14.0,25,Female,Other
,12.0,62,Male,English
14.74,13.5,34,Female,English
14.8,13.0,37,Female,English
17.8,12.0,30,Male,English
,11.0,58,Female,English
7.53,12.5,31,Female,English
,16.0,37,Male,English
,9.0,61,Female,Other
14.8,11.0,36,Male,English
44.25,14.0,20,Female,English
24.92,19.4,54,Female,English
,17.0,71,Male,English
14.05,,32,Male,English
,10.0,25,Female,Other
,12.0,49,Male,French
,10.5,49,Female,Other
9.0,11.0,20,Female,English
5.8,12.5,40,Female,English
,8.5,87,Male,English
18.63,11.0,36,Male,English
21.76,18.0,55,Male,English
10.0,15.3,21,Female,French
18.92,11.0,54,Male,Other
12.0,12.0,48,Female,Other
16.93,15.3,27,Female,English
12.0,13.5,24,Female,English
18.92,15.0,32,Male,Other
6.77,14.0,19,Female,English
,13.0,72,Female,English
,16.0,31,Male,French
,13.5,63,Male,English
5.48,10.8,16,Male,English
,10.0,85,Female,English
,,67,Male,English
,12.0,20,Female,English
19.2,18.5,27,Male,English
,6.0,72,Female,Other
6.71,14.5,20,Female,English
,12.5,36,Male,English
6.7,12.0,19,Male,English
27.43,13.0,57,Male,English
37.89,17.0,46,Male,English
11.68,12.0,30,Female,English
,13.0,40,Female,English
,0.0,82,Female,Other
31.77,17.8,35,Male,English
6.93,13.5,21,Female,English
8.5,4.0,49,Female,Other
,10.0,68,Male,English
10.6,12.0,44,Female,English
28.8,12.5,59,Male,English
13.07,15.0,52,Male,English
16.9,12.0,47,Female,English
,12.0,64,Male,English
26.4,15.0,40,Female,English
,13.0,56,Male,French
,8.0,84,Male,Other
10.85,19.0,25,Female,Other
,8.0,70,Male,English
10.55,,35,Male,English
,11.0,71,Male,English
,8.0,73,Male,English
17.44,12.0,32,Male,English
8.5,13.0,20,Female,English
,14.0,69,Female,English
,8.0,49,Female,Other
,12.0,63,Female,English
,10.0,62,Male,English
12.5,11.5,35,Male,English
,5.0,68,Female,Other
,8.0,75,Male,Other
12.24,8.0,65,Male,English
13.66,15.0,31,Female,English
26.09,,49,Male,English
23.57,12.0,58,Male,English
16.8,18.0,44,Male,English
19.97,9.0,53,Male,English
32.47,17.0,47,Male,English
,,16,Male,
8.58,12.0,21,Male,English
15.72,14.0,33,Female,English
,11.0,57,Female,Other
,16.0,93,Male,English
,13.3,30,Male,French
7.5,18.6,26,Male,English
12.38,12.5,32,Female,English
,,58,Male,Other
,13.1,32,Male,English
18.46,8.5,57,Male,English
,8.0,68,Female,French
,0.0,66,Female,Other
25.0,16.0,40,Female,English
,5.0,78,Male,Other
32.64,12.0,33,Male,English
,8.0,74,Male,English
7.1,9.6,19,Male,English
,6.0,75,Female,English
8.4,12.0,24,Female,English
10.4,12.0,19,Male,English
,10.0,70,Male,English
11.52,10.5,47,Male,English
,10.0,58,Female,English
,8.0,71,Male,Other
6.76,14.0,20,Female,English
,12.0,36,Female,Other
,17.0,40,Female,English
29.5,11.0,17,Female,English
18.35,13.7,41,Female,English
,2.0,86,Female,Other
6.0,15.0,20,Male,French
18.0,13.0,34,Female,English
19.0,12.0,34,Male,French
,17.0,47,Male,Other
34.31,18.0,48,Male,English
8.63,13.0,25,Female,English
7.0,12.0,18,Male,English
,9.0,68,Male,English
,17.0,30,Female,English
,10.0,81,Female,English
15.36,15.0,35,Female,English
,12.0,65,Male,French
,10.0,16,Male,English
,8.0,48,Male,English
6.85,9.0,35,Female,English
6.14,10.5,19,Female,English
,14.0,66,Female,English
16.3,15.0,42,Male,English
26.88,12.0,42,Male,English
,12.0,71,Female,English
,10.0,69,Male,English
6.57,13.5,28,Female,English
20.6,20.0,30,Female,
10.5,12.0,44,Male,English
,8.0,56,Female,French
,,17,Female,
,11.0,76,Male,English
,8.0,89,Female,Other
6.9,12.0,42,Female,English
26.75,12.0,56,Male,English
,14.0,78,Male,Other
,12.0,66,Female,English
,9.0,51,Female,English
,14.0,69,Male,English
,10.0,42,Male,English
,8.0,66,Female,English
,12.0,62,Male,Other
41.28,14.0,36,Male,French
,9.0,54,Male,English
