nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{249}_{96}Cm153,96,153,Cm,,,,,false,3849.0,1.8,,B-,1.0,,,,,,,,,,,,249075953.992,2.545,70750.696,2.371
^{250}_{96}Cm154,96,154,Cm,,,,,false,261922485589.114,,,SF,0.74,,A,0.18,,B-,0.08,,,,,,250078357.541,11.029,72989.588,10.274
^{251}_{96}Cm155,96,155,Cm,,,,,false,1008.0,12.0,,B-,1.0,,,,,,,,,,,,251082284.988,24.367,76647.981,22.698
^{233}_{97}Bk136,97,136,Bk,,,,,false,21.0,32.5,,EC+B+,,,A,,,,,,,,,,233056652.0,250.0,52771.0,233.0
^{234}_{97}Bk137,97,137,Bk,,,,,false,140.0,95.0,,A,0.8,,EC,0.2,,,,,,,,,234057322.0,164.0,53395.0,153.0
^{236}_{97}Bk139,97,139,Bk,,,,,false,22.0,9.5,,EC+B+,0.83,,A,0.17,,SF+EC+B+,0.04,0.02,,,,,236057479.0,387.0,53542.0,361.0
^{238}_{97}Bk141,97,141,Bk,,,,,false,144.0,5.0,,EC+B+,1.0,,SF+EC+B+,0.00048,0.0002,,,,,,,,238058204.0,275.0,54216.0,256.0
^{239}_{97}Bk142,97,142,Bk,,,,,false,,,,EC,0.99,,SF,0.01,,A,0.01,,,,,,239058239.0,222.0,54250.0,207.0
^{240}_{97}Bk143,97,143,Bk,,,,,false,288.0,48.0,,ECSF,0.00002,0.000013,EC+B+,,,,,,,,,,240059758.0,161.0,55664.0,150.0
^{241}_{97}Bk144,97,144,Bk,,,,,false,276.0,24.0,,A,,,EC+B+,,,,,,,,,,241060098.0,178.0,55981.0,165.0
^{242}_{97}Bk145,97,145,Bk,,,,,false,420.0,78.0,,EC+B+,0.995,0.005,A,0.005,0.005,,,,,,,,242061999.0,144.0,57752.0,135.0
^{243}_{97}Bk146,97,146,Bk,,,,,false,16560.0,720.0,,EC+B+,0.9984999999999999,,A,0.0015,,,,,,,,,243063005.905,4.856,58689.629,4.524
^{244}_{97}Bk147,97,147,Bk,,,,,false,18072.0,108.0,,EC,0.99994,0.00003,A,0.00006,0.00003,,,,,,,,244065178.969,15.457,60713.825,14.399
^{245}_{97}Bk148,97,148,Bk,,,,,false,427680.0,2592.0,,EC,0.9987999999999999,0.0001,A,0.0012,0.0001,,,,,,,,245066359.814,1.923,61813.776,1.792
^{246}_{97}Bk149,97,149,Bk,,,,,false,155520.0,1728.0,,EC+B+,1.0,,,,,,,,,,,,246068671.3,64.433,63966.912,60.019
^{247}_{97}Bk150,97,150,Bk,,,,,false,43548557844.937,7889231493.648,,A,1.0,,,,,,,,,,,,247070305.889,5.57,65489.521,5.189
^{248}_{97}Bk151,97,151,Bk,,,,,false,284012333.771328,,,,,,,,,,,,,,,,248073141.689,53.739,68131.053,50.058
^{249}_{97}Bk152,97,152,Bk,,,,,false,28512000.0,345600.0,,B-,0.9999855,8.000000000000001e-7,A,0.000014499999999999998,8.000000000000001e-7,SF,4.699999999999999e-10,2.0000000000000002e-11,2.0,0.4,,,249074983.118,1.339,69846.333,1.248
^{250}_{97}Bk153,97,153,Bk,,,,,false,11563.2,18.0,,B-,1.0,,,,,,,,,,,,250078317.195,3.11,72952.006,2.898
^{251}_{97}Bk154,97,154,Bk,,,,,false,3336.0,66.0,,B-,1.0,,,,,,,,,,,,251080760.555,11.523,75227.981,10.734
^{253}_{97}Bk156,97,156,Bk,,,,,false,600.0,,,,,,,,,,,,,,,,253086880.0,385.0,80929.0,359.0
^{236}_{98}Cf138,98,138,Cf,,,,,false,,,,,,,,,,,,,,,,,,,,
^{237}_{98}Cf139,98,139,Cf,,,,,false,2.1,0.3,,A,0.7,,SF,0.1,,,,,,,,,237062199.272,104.506,57938.255,97.347
^{238}_{98}Cf140,98,140,Cf,,,,,false,0.0211,0.0013,,SF,0.95,,A,0.05,,,,,,,,,238061490.0,320.0,57278.0,298.0
^{239}_{98}Cf141,98,141,Cf,,,,,false,39.0,24.5,,EC,,,A,,,,,,,,,,239062482.0,129.0,58202.0,120.0
^{240}_{98}Cf142,98,142,Cf,,,,,false,57.6,9.0,,A,0.98,,SF,0.02,,EC+B+,,,,,,,240062253.447,19.36,57988.719,18.034
^{241}_{98}Cf143,98,143,Cf,,,,,false,226.8,42.0,,EC+B+,0.75,,A,0.25,,,,,,,,,241063690.0,180.0,59327.0,167.0
^{242}_{98}Cf144,98,144,Cf,,,,,false,210.0,12.0,,A,0.61,0.03,EC+B+,0.39,0.03,SF,0.00014000000000000001,,,,,,242063754.544,13.84,59386.982,12.892
^{243}_{98}Cf145,98,145,Cf,,,,,false,642.0,30.0,,EC+B+,0.86,,A,0.14,,,,,,,,,243065475.0,194.0,60990.0,181.0
^{244}_{98}Cf146,98,146,Cf,,,,,false,1164.0,36.0,,A,1.0,,,,,,,,,,,,244065999.447,2.809,61478.096,2.617
^{245}_{98}Cf147,98,147,Cf,,,,,false,2700.0,90.0,,EC,0.647,0.025,A,0.353,0.025,,,,,,,,245068046.755,2.606,63385.151,2.428
^{246}_{98}Cf148,98,148,Cf,,,,,false,128520.0,1800.0,,A,1.0,,EC,0.00004,,SF,2.4e-6,4.0000000000000003e-7,,,,,246068803.685,1.625,64090.228,1.514
^{247}_{98}Cf149,98,149,Cf,,,,,false,11196.0,108.0,,EC,0.99965,0.00005,A,0.00035000000000000005,0.00005,,,,,,,,247070971.348,15.38,66109.392,14.327
^{248}_{98}Cf150,98,150,Cf,,,,,false,28814400.0,241920.0,,A,0.999971,2.9999999999999997e-6,SF,0.000028999999999999997,2.9999999999999997e-6,,,,,,,,248072182.905,5.497,67237.951,5.121
^{249}_{98}Cf151,98,151,Cf,,,,,false,11076481017.0818,63113851.949184,,A,1.0,,SF,5e-9,4e-10,,,,,,,,249074850.428,1.269,69722.733,1.182
^{250}_{98}Cf152,98,152,Cf,,,,,false,412764591.747663,2840123.33771328,,A,0.9992300000000001,0.00003,SF,0.00077,0.00003,,,,,,,,250076404.494,1.65,71170.336,1.538
^{251}_{98}Cf153,98,153,Cf,,,,,false,28338119525.1836,1388504742.88205,,A,1.0,,SF,,,,,,,,,,251079587.171,4.187,74134.981,3.901
^{252}_{98}Cf154,98,154,Cf,,,,,false,83531183.054745,94670.777923776,,A,0.96898,0.00003,SF,0.03102,0.00003,,,,,,,,252081626.507,2.531,76034.61,2.358
^{253}_{98}Cf155,98,155,Cf,,,,,false,1538784.0,6912.0,,B-,0.9969,0.0004,A,0.0031,0.0004,,,,,,,,253085133.723,4.57,79301.562,4.257
^{254}_{98}Cf156,98,156,Cf,,,,,false,5227200.0,17280.0,,SF,0.9969,0.0002,A,0.0031,0.0002,,,,,,,,254087323.575,12.304,81341.395,11.462
^{255}_{98}Cf157,98,157,Cf,,,,,false,5100.0,1080.0,,B-,1.0,,,,,,,,,,,,255091046.0,215.0,84809.0,200.0
^{256}_{98}Cf158,98,158,Cf,,,,,false,738.0,72.0,,SF,1.0,,A,1e-8,,,,,,,,,256093442.0,338.0,87041.0,314.0
^{240}_{99}Es141,99,141,Es,,,,,false,6.0,2.0,,A,0.7,0.1,EC+B+,0.3,0.1,ECSF,0.048,0.018000000000000002,,,,,240068949.0,393.0,64225.0,366.0
^{241}_{99}Es142,99,142,Es,,,,,false,8.0,5.5,,A,,,EC+B+,,,,,,,,,,241068592.0,248.0,63893.0,231.0
^{242}_{99}Es143,99,143,Es,,,,,false,17.8,1.6,,A,0.57,0.03,EC+B+,0.43,0.03,,,,,,,,242069567.0,276.0,64801.0,257.0
^{243}_{99}Es144,99,144,Es,,,,,false,21.0,2.0,,A,0.61,0.06,EC+B+,0.39,0.06,SF,0.01,,,,,,243069508.0,222.0,64747.0,207.0
^{244}_{99}Es145,99,145,Es,,,,,false,37.0,4.0,,EC,0.96,,A,0.04,,,,,,,,,244070881.0,195.0,66026.0,181.0
^{245}_{99}Es146,99,146,Es,,,,,false,66.0,6.0,,EC,0.6,0.1,A,0.4,0.1,,,,,,,,245071192.0,178.0,66315.0,165.0
^{246}_{99}Es147,99,147,Es,,,,,false,450.0,30.0,,EC+B+,0.9009999999999999,0.018000000000000002,A,0.099,0.018000000000000002,,,,,,,,246072806.474,96.538,67818.802,89.925
^{247}_{99}Es148,99,148,Es,,,,,false,,,,,,,,,,,,,,,,,247073621.929,20.87,68578.393,19.441
^{248}_{99}Es149,99,149,Es,,,,,false,1440.0,180.0,,EC,0.997,0.003,A,0.0025,,,,,,,,,248075469.0,56.0,70299.0,52.0
^{249}_{99}Es150,99,150,Es,,,,,false,6132.0,36.0,,EC+B+,0.9943000000000001,0.0008,A,0.005699999999999999,0.0008,,,,,,,,249076409.0,32.0,71175.0,30.0
^{250}_{99}Es151,99,151,Es,,,,,false,30960.0,360.0,,EC,0.97,,A,0.03,,,,,,,,,250078611.0,107.0,73225.0,100.0
^{251}_{99}Es152,99,152,Es,,,,,false,118800.0,3600.0,,EC,0.995,0.002,A,0.005,0.002,,,,,,,,251079991.431,5.676,74511.547,5.288
^{252}_{99}Es153,99,153,Es,,,,,false,40754880.0,164160.0,,A,0.78,0.02,EC,0.22,0.02,,,,,,,,252082979.173,53.736,77294.61,50.056
^{253}_{99}Es154,99,154,Es,,,,,false,1768608.0,2592.0,,A,1.0,,SF,8.7e-8,3e-9,,,,4.1,0.07,6.7,0.8,253084821.241,1.341,79010.486,1.249
^{254}_{99}Es155,99,155,Es,,,,,false,23820480.0,43200.0,,A,1.0,,B-,1.74e-6,8e-8,SF,3.0000000000000004e-8,,4.4,0.4,,,254088024.337,3.152,81994.151,2.936
^{255}_{99}Es156,99,156,Es,,,,,false,3438720.0,103680.0,,B-,0.92,0.004,A,0.08,0.004,SF,0.000041,2e-6,,,,,255090273.504,11.612,84089.237,10.817
^{256}_{99}Es157,99,157,Es,,,,,false,1524.0,144.0,,B-,1.0,,,,,,,,,,,,256093597.0,107.0,87185.0,100.0
^{257}_{99}Es158,99,158,Es,,,,,false,665280.0,17280.0,,B-,,,SF,,,,,,,,,,257095979.0,441.0,89403.0,411.0
^{241}_{100}Fm141,100,141,Fm,,,,,false,0.00073,0.00006,,SF,0.78,,A,0.14,,EC,0.12,,,,,,241074311.0,322.0,69220.0,300.0
^{242}_{100}Fm142,100,142,Fm,,,,,false,0.0008,0.0002,,SF,1.0,,,,,,,,,,,,242073430.0,430.0,68400.0,401.0
^{243}_{100}Fm143,100,143,Fm,,,,,false,0.231,0.009,,A,0.91,0.03,EC+B+,0.1,,SF,0.09,0.01,,,,,243074414.0,140.0,69316.0,130.0
^{244}_{100}Fm144,100,144,Fm,,,,,false,0.00312,0.00008,,SF,0.97,,EC,0.02,,A,0.01,,,,,,244074036.0,216.0,68964.0,201.0
^{245}_{100}Fm145,100,145,Fm,,,,,false,4.2,1.3,,A,1.0,,,,,,,,,,,,245075354.0,210.0,70192.0,195.0
^{246}_{100}Fm146,100,146,Fm,,,,,false,1.54,0.04,,A,0.932,0.006,SF,0.068,0.006,EC,0.013000000000000001,,,,,,246075353.334,14.675,70191.187,13.67
^{247}_{100}Fm147,100,147,Fm,,,,,false,31.0,1.0,,A,0.64,,EC+B+,0.36,,,,,,,,,247076944.0,194.0,71672.0,181.0
^{248}_{100}Fm148,100,148,Fm,,,,,false,34.5,1.2,,A,0.95,0.05,EC,0.05,0.05,SF,0.001,0.0005,,,,,248077185.451,9.122,71897.793,8.497
^{249}_{100}Fm149,100,149,Fm,,,,,false,156.0,42.0,,EC+B+,0.67,0.09,A,0.33,0.09,,,,,,,,249078926.042,6.668,73519.143,6.212
^{250}_{100}Fm150,100,150,Fm,,,,,false,1800.0,180.0,,A,0.9,,EC,0.1,,SF,0.000069,0.00001,,,,,250079519.765,8.468,74072.193,7.888
^{251}_{100}Fm151,100,151,Fm,,,,,false,19080.0,288.0,,EC+B+,0.982,0.0013,A,0.018000000000000002,0.0013,,,,,,,,251081545.13,15.342,75958.808,14.292
^{252}_{100}Fm152,100,152,Fm,,,,,false,91404.0,144.0,,A,0.9999769999999999,2e-6,SF,0.000023,2e-6,,,,,,,,252082466.019,5.604,76816.611,5.221
^{253}_{100}Fm153,100,153,Fm,,,,,false,259200.0,10368.0,,EC,0.88,0.01,A,0.12,0.01,,,,,,,,253085180.945,1.662,79345.549,1.549
^{254}_{100}Fm154,100,154,Fm,,,,,false,11664.0,7.2,,A,0.999408,2.9999999999999997e-6,SF,0.0005920000000000001,2.9999999999999997e-6,,,,,,,,254086852.424,1.978,80902.521,1.843
^{255}_{100}Fm155,100,155,Fm,,,,,false,72252.0,252.0,,A,1.0,,SF,2.4000000000000003e-7,1.0000000000000001e-7,,,,,,,,255089963.495,4.223,83800.465,3.934
^{256}_{100}Fm156,100,156,Fm,,,,,false,9426.0,78.0,,SF,0.919,0.003,A,0.081,0.003,,,,,,,,256091771.699,3.241,85484.796,3.02
^{257}_{100}Fm157,100,157,Fm,,,,,false,8683200.0,17280.0,,A,0.9979,0.00004,SF,0.0021,0.00004,,,,,,,,257095105.419,4.669,88590.137,4.35
^{258}_{100}Fm158,100,158,Fm,,,,,false,0.00037,0.000014,,SF,1.0,,,,,,,,,,,,258097077.0,215.0,90426.0,200.0
^{259}_{100}Fm159,100,159,Fm,,,,,false,1.5,0.2,,SF,1.0,,,,,,,,,,,,259100596.0,304.0,93704.0,283.0
^{244}_{101}Md143,101,143,Md,,,,,false,0.38,0.14,,A,1.0,,EC+B+,0.14,,,,,,,,,244081157.0,402.0,75597.0,374.0
^{245}_{101}Md144,101,144,Md,,,,,false,0.0009,0.00025,,A,,,SF,,,,,,,,,,245080864.0,279.0,75325.0,260.0
^{246}_{101}Md145,101,145,Md,,,,,false,0.9,0.2,,A,1.0,,SF,,,EC,,,,,,,246081713.0,279.0,76115.0,260.0
^{247}_{101}Md146,101,146,Md,,,,,false,1.2,0.1,,A,0.9990000000000001,,SF,0.001,,,,,,,,,247081520.0,223.0,75936.0,207.0
^{248}_{101}Md147,101,147,Md,,,,,false,7.0,3.0,,EC,0.8,0.1,A,0.2,0.1,,,,,,,,248082607.0,198.0,76948.0,184.0
^{249}_{101}Md148,101,148,Md,,,,,false,21.7,2.0,,A,0.6,,EC+B+,0.4,,,,,,,,,249082857.155,176.516,77180.952,164.425
^{250}_{101}Md149,101,149,Md,,,,,false,52.0,6.0,,EC,0.93,0.03,A,0.07,0.03,,,,,,,,250084164.934,97.606,78399.14,90.92
^{251}_{101}Md150,101,150,Md,,,,,false,240.0,30.0,,EC+B+,0.9,,A,0.1,,,,,,,,,251084774.287,20.31,78966.749,18.919
^{252}_{101}Md151,101,151,Md,,,,,false,138.0,48.0,,EC,1.0,,,,,,,,,,,,252086385.0,98.0,80467.118,91.286
^{253}_{101}Md152,101,152,Md,,,,,false,360.0,450.0,,EC+B+,0.993,,A,0.006999999999999999,,,,,,,,,253087143.0,34.0,81173.0,31.0
^{254}_{101}Md153,101,153,Md,,,,,false,600.0,180.0,,EC+B+,1.0,,,,,,,,,,,,254089590.0,107.0,83453.0,100.0
^{255}_{101}Md154,101,154,Md,,,,,false,1620.0,120.0,,EC,0.93,0.01,A,0.07,0.01,,,,,,,,255091081.702,5.976,84842.069,5.567
^{256}_{101}Md155,101,155,Md,,,,,false,4662.0,108.0,,EC,0.9079999999999999,0.006999999999999999,A,0.092,0.006999999999999999,SF,0.03,,,,,,256093888.0,133.0,87456.0,124.0
^{257}_{101}Md156,101,156,Md,,,,,false,19872.0,180.0,,EC,0.85,0.03,A,0.15,0.03,SF,0.01,,,,,,257095537.343,1.683,88992.472,1.569
^{258}_{101}Md157,101,157,Md,,,,,false,4449600.0,25056.0,,A,1.0,,,,,,,,,,,,258098433.634,3.729,91690.35,3.474
^{259}_{101}Md158,101,158,Md,,,,,false,5760.0,216.0,,SF,1.0,,A,0.013000000000000001,,,,,,,,,259100445.0,108.0,93564.0,101.0
^{260}_{101}Md159,101,159,Md,,,,,false,2747520.0,43200.0,,SF,0.42,,A,0.25,,EC,0.23,,,,,,260103650.0,339.0,96550.0,316.0
^{248}_{102}No146,102,146,No,,,,,false,2e-6,,,,,,,,,,,,,,,,248086623.0,241.0,80689.0,224.0
^{249}_{102}No147,102,147,No,,,,,false,0.0381,0.0028,,A,1.0,,SF,0.0023,,ECP,,,,,,,249087802.0,300.0,81787.0,279.0
^{250}_{102}No148,102,148,No,,,,,false,4.2e-6,1.05e-6,,SF,1.0,,A,0.02,,,,,,,,,250087565.0,215.0,81566.0,200.0
^{251}_{102}No149,102,149,No,,,,,false,0.8,0.01,,A,0.91,,SF,0.003,,EC+B+,,,,,,,251088942.0,194.0,82849.0,181.0
^{252}_{102}No150,102,150,No,,,,,false,2.46,0.02,,A,0.653,0.005,SF,0.33,0.008,EC+B+,0.017,0.009000000000000001,,,,,252088966.07,9.975,82871.37,9.292
^{253}_{102}No151,102,151,No,,,,,false,97.2,9.0,,A,0.55,0.03,EC+B+,0.45,0.03,,,,-0.53,0.08,5.9,1.7,253090562.78,7.42,84358.696,6.912
^{254}_{102}No152,102,152,No,,,,,false,51.2,0.4,,A,0.9,0.01,EC,0.1,0.01,SF,0.0017000000000000001,0.0002,,,,,254090954.211,10.367,84723.312,9.658
^{255}_{102}No153,102,153,No,,,,,false,211.2,12.6,,EC+B+,0.7,0.05,A,0.3,0.05,,,,,,,,255093196.439,15.079,86811.934,14.047
^{256}_{102}No154,102,154,No,,,,,false,2.91,0.05,,A,0.9947,0.0006,SF,0.0053,0.0006,,,,,,,,256094281.912,8.103,87823.046,7.548
^{257}_{102}No155,102,155,No,,,,,false,24.5,0.5,,A,0.85,0.15,EC,0.3,,SF,0.015,,,,,,257096884.203,6.652,90247.064,6.197
^{258}_{102}No156,102,156,No,,,,,false,0.0012,0.0002,,SF,1.0,,,,,,,,,,,,258098205.0,107.0,91477.0,100.0
^{259}_{102}No157,102,157,No,,,,,false,3480.0,300.0,,A,0.75,0.04,EC+B+,0.25,0.04,SF,0.1,,,,,,259100998.364,6.829,94079.381,6.362
^{260}_{102}No158,102,158,No,,,,,false,0.106,0.008,,SF,1.0,,,,,,,,,,,,260102641.0,215.0,95610.0,200.0
^{262}_{102}No160,102,160,No,,,,,false,0.005,,,SF,1.0,,,,,,,,,,,,262107463.0,387.0,100101.0,361.0
^{252}_{103}Lr149,103,149,Lr,,,,,false,0.33,0.075,,EC+B+,0.6,,A,0.4,,SF,0.02,,,,,,252095048.0,198.0,88537.0,185.0
^{253}_{103}Lr150,103,150,Lr,,,,,false,0.57,0.065,,A,0.987,,SF,0.013000000000000001,,,,,,,,,253095033.85,176.634,88523.471,164.534
^{254}_{103}Lr151,103,151,Lr,,,,,false,18.1,1.8,,A,0.7170000000000001,0.019,EC+B+,0.28300000000000003,0.019,SF,0.001,,,,,,254096238.813,98.026,89645.887,91.312
^{255}_{103}Lr152,103,152,Lr,,,,,false,31.1,1.1,,A,0.997,0.001,EC,0.003,0.001,SF,0.001,,,,,,255096562.399,19.0,89947.305,17.698
^{256}_{103}Lr153,103,153,Lr,,,,,false,27.9,1.0,,A,0.85,0.1,EC,0.15,0.1,SF,0.0003,,,,,,256098494.024,89.0,91746.603,82.903
^{257}_{103}Lr154,103,154,Lr,,,,,false,4.0,,,A,1.0,,EC,0.15,,SF,0.00033,,,,,,257099480.0,47.0,92665.0,44.0
^{258}_{103}Lr155,103,155,Lr,,,,,false,3.92,0.33,,A,0.9740000000000001,0.018000000000000002,EC,0.026000000000000002,0.018000000000000002,,,,,,,,258101753.0,109.0,94782.0,102.0
^{259}_{103}Lr156,103,156,Lr,,,,,false,6.2,0.3,,A,0.78,0.02,SF,0.22,0.02,,,,,,,,259102900.0,76.0,95851.0,71.0
^{260}_{103}Lr157,103,157,Lr,,,,,false,180.0,30.0,,A,0.8,0.2,EC,0.4,,,,,,,,,260105504.0,134.0,98277.0,125.0
^{261}_{103}Lr158,103,158,Lr,,,,,false,2340.0,720.0,,SF,,,,,,,,,,,,,261106879.0,215.0,99557.0,200.0
^{262}_{103}Lr159,103,159,Lr,,,,,false,14400.0,,,SF,0.1,,A,,,EC+B+,,,,,,,262109615.0,215.0,102105.0,200.0
^{264}_{103}Lr161,103,161,Lr,,,,,false,17640.0,6120.0,,SF,1.0,,,,,,,,,,,,264114198.0,468.0,106375.0,436.0
^{266}_{103}Lr163,103,163,Lr,,,,,false,39600.0,46800.0,,SF,1.0,,,,,,,,,,,,266119874.0,579.0,111662.0,539.0
^{253}_{104}Rf149,104,149,Rf,,,,,false,0.0099,0.0012,,SF,0.83,0.06,A,0.17,0.06,,,,,,,,253100528.0,440.0,93642.0,410.0
^{254}_{104}Rf150,104,150,Rf,,,,,false,0.0000232,1.1e-6,,SF,1.0,,A,0.015,,,,,,,,,254100055.0,304.0,93201.0,283.0
^{255}_{104}Rf151,104,151,Rf,,,,,false,1.68,0.09,,SF,0.58,0.09,A,0.42,0.09,EC+B+,0.01,,,,,,255101267.0,194.0,94329.0,181.0
^{256}_{104}Rf152,104,152,Rf,,,,,false,0.00667,0.0001,,SF,0.9968,0.0017000000000000001,A,0.0032,0.0017000000000000001,,,,,,,,256101151.464,19.16,94221.992,17.848
^{257}_{104}Rf153,104,153,Rf,,,,,false,4.4,0.55,,A,0.7929999999999999,0.013999999999999999,EC,0.19399999999999998,0.013999999999999999,SF,0.013000000000000001,0.003,,,,,257102916.796,11.612,95866.389,10.817
^{258}_{104}Rf154,104,154,Rf,,,,,false,0.012,0.0012,,SF,0.951,0.016,A,0.049,0.016,,,,,,,,258103429.895,17.288,96344.338,16.104
^{259}_{104}Rf155,104,155,Rf,,,,,false,2.4,0.4,,A,0.92,0.02,EC,0.15,,SF,0.08,0.02,,,,,259105601.0,78.0,98367.0,72.0
^{260}_{104}Rf156,104,156,Rf,,,,,false,0.021,0.001,,SF,1.0,,,,,,,,,,,,260106440.0,215.0,99148.0,200.0
^{261}_{104}Rf157,104,157,Rf,,,,,false,68.0,3.0,,A,1.0,,,,,,,,,,,,261108769.591,70.492,101318.233,65.663
^{262}_{104}Rf158,104,158,Rf,,,,,false,2.3,0.4,,SF,1.0,,,,,,,,,,,,262109923.0,240.0,102392.0,224.0
^{263}_{104}Rf159,104,159,Rf,,,,,false,600.0,120.0,,A,0.3,,SF,,,,,,,,,,263112461.0,164.0,104757.0,153.0
^{265}_{104}Rf161,104,161,Rf,,,,,false,60.0,45.0,,SF,1.0,,,,,,,,,,,,265116683.0,387.0,108690.0,361.0
^{267}_{104}Rf163,104,163,Rf,,,,,false,4680.0,5040.0,,SF,1.0,,A,0.33299999999999996,,,,,,,,,267121787.0,617.0,113444.0,575.0
^{255}_{105}Db150,105,150,Db,,,,,false,1.6,0.5,,A,0.8,,SF,0.2,,,,,,,,,255106919.0,304.0,99595.0,283.0
^{256}_{105}Db151,105,151,Db,,,,,false,1.6,0.4,,A,0.7,0.11,EC,0.3,0.11,SF,,,,,,,256107674.0,201.0,100298.0,187.0
^{257}_{105}Db152,105,152,Db,,,,,false,2.3,0.2,,A,0.94,,SF,0.06,,,,,,,,,257107520.042,176.741,100154.285,164.634
^{258}_{105}Db153,105,153,Db,,,,,false,4.3,0.5,,A,0.77,0.08,EC+B+,0.23,0.08,,,,,,,,258108972.995,98.613,101507.703,91.857
^{259}_{105}Db154,105,154,Db,,,,,false,0.51,0.16,,A,,,,,,,,,,,,,259109491.859,60.854,101991.021,56.685
^{260}_{105}Db155,105,155,Db,,,,,false,1.52,0.13,,A,0.904,0.006,SF,0.096,0.006,EC,0.025,,,,,,260111297.0,100.0,103673.0,93.0
^{261}_{105}Db156,105,156,Db,,,,,false,1.8,0.4,,A,0.82,,SF,0.18,,,,,,,,,261111979.0,118.0,104308.0,110.0
^{262}_{105}Db157,105,157,Db,,,,,false,35.0,5.0,,A,0.67,,,,,,,,,,,,262114067.0,154.0,106253.0,143.0
^{263}_{105}Db158,105,158,Db,,,,,false,27.0,8.5,,SF,0.57,0.14,A,0.43,0.14,,,,,,,,263114987.0,180.0,107110.0,168.0
^{266}_{105}Db161,105,161,Db,,,,,false,1440.0,3420.0,,SF,1.0,,EC,,,A,,,,,,,266121032.0,304.0,112740.0,283.0
^{267}_{105}Db162,105,162,Db,,,,,false,4740.0,3660.0,,SF,1.0,,A,0.25,,,,,,,,,267122399.0,402.0,114014.0,374.0
^{268}_{105}Db163,105,163,Db,,,,,false,100800.0,10800.0,,SF,1.0,,EC+B+,,,A,,,,,,,268125669.0,568.0,117060.0,529.0
^{270}_{105}Db165,105,165,Db,,,,,false,54000.0,25200.0,,SF,1.0,,A,,,,,,,,,,270131399.0,617.0,122397.0,575.0
^{258}_{106}Sg152,106,152,Sg,,,,,false,0.0025,0.0008,,SF,0.9,0.1,A,0.2,,,,,,,,,258113040.0,443.0,105296.0,413.0
^{259}_{106}Sg153,106,153,Sg,,,,,false,0.29,0.05,,A,0.9,0.1,SF,0.2,,EC,0.13,,,,,,259114353.0,194.0,106519.0,181.0
^{260}_{106}Sg154,106,154,Sg,,,,,false,0.0036,0.0009,,A,0.5,,SF,0.5,,,,,,,,,260114383.435,22.045,106547.495,20.536
^{261}_{106}Sg155,106,155,Sg,,,,,false,0.23,0.06,,A,1.0,,SF,0.01,,,,,,,,,261115948.135,19.853,108005.004,18.494
^{262}_{106}Sg156,106,156,Sg,,,,,false,0.0069,0.0028,,SF,0.78,,A,0.22,,,,,,,,,262116338.978,23.797,108369.072,22.167
^{263}_{106}Sg157,106,157,Sg,,,,,false,1.0,0.2,,A,0.7,,SF,0.3,,,,,,,,,263118299.0,101.0,110195.0,95.0
^{264}_{106}Sg158,106,158,Sg,,,,,false,0.037,0.019,,SF,1.0,,A,0.36,,,,,,,,,264118930.0,304.0,110783.0,283.0
^{265}_{106}Sg159,106,159,Sg,,,,,false,14.4,3.1,,SF,0.5,,A,0.5,,,,,,,,,265121089.0,149.0,112794.0,139.0
^{266}_{106}Sg160,106,160,Sg,,,,,false,0.34,0.14,,SF,1.0,,A,0.18,,,,,,,,,266121973.0,263.0,113617.0,245.0
^{267}_{106}Sg161,106,161,Sg,,,,,false,84.0,39.5,,SF,0.83,,A,0.17,,,,,,,,,267124323.0,281.0,115806.0,261.0
^{269}_{106}Sg163,106,163,Sg,,,,,false,130.0,70.0,,A,1.0,,SF,0.15,,,,,,,,,269128495.0,395.0,119692.0,368.0
^{271}_{106}Sg165,106,165,Sg,,,,,false,96.0,59.5,,A,0.5,,SF,0.5,,,,,,,,,271133782.0,634.0,124617.0,591.0
^{260}_{107}Bh153,107,153,Bh,,,,,false,0.035,0.014,,A,1.0,,SF,0.18,,EC,0.18,,,,,,260121443.0,211.0,113123.0,196.0
^{261}_{107}Bh154,107,154,Bh,,,,,false,0.012,0.004,,A,0.95,0.05,SF,0.1,,,,,,,,,261121395.733,193.026,113079.41,179.803
^{262}_{107}Bh155,107,155,Bh,,,,,false,0.102,0.026,,A,1.0,,,,,,,,,,,,262122654.688,99.919,114252.119,93.074
^{263}_{107}Bh156,107,156,Bh,,,,,false,,,,,,,,,,,,,,,,,263122916.0,328.0,114496.0,305.0
^{264}_{107}Bh157,107,157,Bh,,,,,false,0.44,0.38,,A,1.0,,,,,,,,,,,,264124486.0,190.0,115958.0,177.0
^{265}_{107}Bh158,107,158,Bh,,,,,false,,,,,,,,,,,,,,,,,265124955.0,257.0,116395.0,239.0
^{266}_{107}Bh159,107,159,Bh,,,,,false,2.1,1.85,,A,1.0,,SF,,,,,,,,,,266126790.0,175.0,118104.0,163.0
